Sl No,Level,Country,Number of Vote,Date of Votes,Title in English,Title in German,Title in French,Title in Italien,Number of Yes-Votes in National Council,Number of No-Votes in National Council,Number of Abstentions in National Council,Number of Yes-Votes in States Council,Number of No-Votes in States Council,Number of Abstentions in States Council,Recommendation of Government,Total Electorate,Citizen Abroad,Number Of Voters,Empty Ballot Sheets,Invalid Ballot Sheets,Yes Votes,No Votes,Number of States accepting,Number of States rejecting,Linked Vote Status,Linked Vote,Without Response,Tie-Break Question: Number of People Supporting,Tie-Break Question: Number of State Supporting,Tie-Break Question: Without Response,Institutions,Number of Signatures,Number of Cantons attained (Referendum),Committee name,Comments,Theme codes,Turnout,Valid Ballot Sheets,Yes [%],No [%],Result,Def. Result
46,Country,Switzerland,566,2012-11-25,Amendment of the law on epizootic diseases,Änderung des Tierseuchengesetzes (TSG),,,192,1,3,43,0,0,Acceptance,5166732,133104,1425830,3588,4238,946220,439484,,,none,,,,,,Optional Legislative Referendum (Federal Decrees),,,Eine Gruppe von Bio- und Kleinbauern sowie Impfgegnern ergriff das Referendum,,"Agriculture | Animal protection | Territoral questions",27.6,1385704,68.28,31.72,yes,
47,Country,Switzerland,563,2012-09-23,Federal decree on the promotion of music for young people (Counter-proposal to the withdrawn citizens' initiative «youth + music»),Bundesbeschluss über die Jungedmusikförderung (Gegenentwurf zur zurückgezogenen Volksinitiative «jugend + musik»,,,156,31,8,31,6,6,Acceptance,5160811,132102,2188758,46630,6852,1552045,583231,23,0,none,,,,,,Constitutional Referendum (Counter-draft),,,Befürworter-Komitee mit Vertreter aller Parteien,Auslöser für den Artikel war die Musikinitiative  die von Profi- und Laienverbänder der Musik getragen wird. Das Parlament hat die Initiative fast wörtlich übernommen  mit der Einschränkung  dass primär die Kantone für Musikunterricht zuständig sind. Der Bund darf erst eingreifen  wenn die Kantone die Vorgaben nicht erfüllen. Aufgrund des Entgegenkommens des Parlaments  haben die Initianten ihr Begehren zurückgezogen.,"Education and research | Education policy | Children and young people",42.41,2135276,72.69,27.31,yes,
48,Country,Switzerland,564,2012-09-23,Citizens' initiative of 23.01.2009 «Safe housing for the elderly»,Eidegenössische Volksinitiative vom 23.07.2009 «Sicheres Wohnen im Alter»,,,77,119,1,6,36,1,Rejection,5160811,132102,2194727,48172,7044,1014016,1125495,9.5,13.5,none,,,,,,Initiative (Formulated Draft),,,Hauseigentümerverband HEV  www.sicheres-wohnen.ch Wird auch von der SVP unterstützt,Die Initiative will den Besitzern von selbst genutzten Häusern und Wohnungen ermöglichen  sich im Rentenalter vom Eigenmietwert zu befreien.,"Direct taxation | Building of residential housing, property ownership | Senior citizens",42.53,2139511,47.39,52.61,no,
49,Country,Switzerland,565,2012-09-23,Citizens' initiative of 18 May 2010 «Protection from exposure to tobacco smoke»,Volksintiative vom 18. Mai 2010 «Schutz vor Passivrauchen»,,,52,138,4,7,28,7,Rejection,5160811,132102,2209395,23580,6625,741205,1437985,1,22,none,,,,,,Initiative (Formulated Draft),,,Lanciert durch: Lungenliga  www.rauchfrei-ja.ch Initiative wird unterstützt auch von den Ärzteverbindungen   FMH  Drogistenverband  Krebsliga  Suchtvebände  Gewerkschaftsbund Travailsuisse sowie Stiftung Konsumentenschutz und linke Parteien.,Die Initianten wollen in der ganzen Schweiz ein strengeres Rauchverbot in öffentlichen Räumen und Restaurants einführen.,"Health policy | Addictive substances | Employment conditions",42.81,2179190,34.01,65.99,no,
50,Country,Switzerland,560,2012-06-17,Citizens' initiative «Own four walls thanks to building savings»,Volksinitiative «Eigene vier Wände dank Bausparen»,,,98,72,Not known,16,24,Not known,Rejection,5149086,131074,1984038,44095,5655,601449,1332839,0,23,none,,,,,,Initiative (Formulated Draft),,,Hauseigentümerverband HEV www.bausparen-Ja.ch,,"Housing | Building of residential housing, property ownership | Tax policy",38.53,1934288,31.09,68.91,no,
51,Country,Switzerland,561,2012-06-17,Citizens' initiative of 11 August 2009 «For strengthening the popular rights on foreign policy (submittal of state treaties to the people!)»,Volksinitiative vom 11.08.2009 «Für die Stärkung der Volksrechte in der Aussenpolitik (Staatsverträge vors Volk!),,,56,139,1,6,36,1,Rejection,5149086,131074,1983704,35344,5528,480173,1462659,0,23,none,,,,,,Initiative (Formulated Draft),,,Aktion für eine unabhängige und neutrale Schweiz (AUNS) www.staatsverträge.ch,,"Citizens' rights | Referendum | Foreign policy",38.53,1942832,24.72,75.28,no,
52,Country,Switzerland,562,2012-06-17,Ammendment on 30.09.2011 of the federal law on the health insurance (KVG) (Managed Care),Änderung vom 30.09.2011 des Bundesgesetzes über die Krankenversicherung (KVG) (Managed Care),,,133,46,17,28,6,10,Acceptance,5149086,131074,1990232,35211,5492,466993,1482536,,,none,,,,,,Optional Legislative Referendum (Federal Decrees),,,Es ist an sich ein überparteiliches Komitee. Gegen die Vorlage sind SP  SVP und BDP sowie Vereinigungen der Spezialärzte und die Ärzteverbindung FMH,,"Health policy | Social security | Health and accident insurance",38.65,1949529,23.95,76.05,no,
53,Country,Switzerland,558,2012-03-11,Federal decree of 29 September 2011 on the Regulation of gamblings in favour of charitable purposes (Counter-proposal to the citizen's initiative 'For Gamblings in favour of public weal'),Bundesbeschluss vom 29. September 2011 über die Regelung der Geldspiele zugunsten gemeinnütziger Zwecke (Gegenentwurf zur Volksinitiative 'Für Geldspiele im Dienste des Gemeinwohls'),,,140,3,0,34,0,0,Acceptance,5139055,129644,2300568,92758,7520,1916182,284108,23,0,none,,,,,,Constitutional Referendum (Counter-draft),,,,Der Beschluss ist ein Gegenentwurf zur zurückgezogenen Volksinitiative «für Geldspiele im Dienste des Gemeinwohls». Hinter der Initiative standen staatliche Anbieter von Glücksspielen sowie mehrere Kantone. Mit dem Anliegen wollten sie sicherstellen  dass die Erträge angesichts privater Konkurrenz im Internet weiterhin dem Staat zugutekommen.,"Lottery and gambling | Public finance | Consumer protection",44.77,2200290,87.09,12.91,yes,
54,Country,Switzerland,559,2012-03-11,Federal law of 18 March 2011 on controlled prices for books,Bundesgesetz 18.03.2011 über die Buchpreisbindung (BuPG),,,96,86,5,23,19,1,Acceptance,5139055,129644,2305239,96702,7682,966633,1234222,,,none,,,,,,Optional Legislative Referendum (Federal Decrees),,,Referendumskomitee: www.buchpreisbindung-nein.ch,,"Economic policy | Pricing policy | Cultural policy",44.86,2200855,43.92,56.08,no,
55,Country,Switzerland,555,2012-03-11,Citizen's initiative «To stop unconstrained building of secondary residences»,Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen»,,,61,123,3,10,29,3,Rejection,5139055,129644,2321951,38798,6753,1152598,1123802,13.5,9.5,none,,,,,,Initiative (Formulated Draft),,,- Fondation Franz Weber & Helevetia Nostra www.zweitwohnungsinitiative.ch,2011 ist das revidierte RPG in Kraft getreten  welches die Änderungen im Rahmen des indirketen Gegenvorschlags des Parlaments beinhaltet. Dieser fordert die Gemeinden und Kantone u.a. auf  ein ausgewogenes Verhältnis zwischen den Kategorien Erst- bzw Zweitwohnungen herzustellen. Eine Konkretisierung der beiden Kategorien fehlt jedoch.,"Environment and living space | Housing | Spatial planning",45.18,2276400,50.63,49.37,yes,
56,Country,Switzerland,556,2012-03-11,Citizen's Initiative «For fiscal incentives for first private residential property acquisation and for tax incentives for energy-saving and environmental impact limitation for residences»,Volksinitiative «Für ein steuerlich begünstigtes Bausparen zum Erwerb von selbst genutztem Wohneigentum und zur Finanzierung von baulichen Energiespar- und Umweltschutzmassnahmen (Bauspar-Initiative)»,,,98,62,8,16,24,Not known,Rejection,5139055,129644,2311923,86188,7637,980273,1237825,4.5,18.5,none,,,,,,Initiative (Formulated Draft),,,Die Initiative wurde von einem Komitee um den früheren Baselbieter FDP-Nationalrat Hans-Rudolf Gysin lanciert und getragen. Siehe auch Schweizerische Gesellschaft zur Förderung des Bausparens und www.bausparen.ch  ,Das Parlament hat zur «Bauspar-Initiative» keine Empfehlung beschlosse  da der Nationalrat und Ständerat sich nicht einigen konnten. Siehe Erklärungen im Dokument «Parliamentary-Delibration»,"Public finance | Tax policy | Budget cuts and remediation measures",44.99,2218098,44.19,55.81,no,
57,Country,Switzerland,557,2012-03-11,Citizen's Initiative «6 weeks holidays for all»,Volksinitiative «6 Wochen Ferien für alle»,,,61,122,2,10,32,0,Rejection,5139055,129644,2334005,23794,6508,771717,1531986,0,23,none,,,,,,Initiative (Formulated Draft),,,Die Initiative wurde vom Gewerkschaftsdachverband Travailsuisse lanciert. www.sechswochenferien.ch,,"Employment conditions | Working hours | Health",45.42,2303703,33.5,66.5,no,
58,Country,Switzerland,554,2011-02-13,Initiative "Protection from gun violence",Volksinitiative "Für den Schutz vor Waffengewalt",,,69,119,4,11,30,1,Rejection,5091652,123786,2501260,15117,7019,1083312,1395812,5.5,17.5,none,,,,,,Initiative (Formulated Draft),,,,,"Armed forces - general | Public security | none",49.12,2479124,43.7,56.3,no,
59,Country,Switzerland,552,2010-11-28,Citizens initiative "for the expulsion of criminal foreigners" (expulsion initiative),Volksinitiative "Für die Ausschaffung krimineller Ausländer (Ausschaffungsinititative)","Initiative sur l'expulsion",,82,92,19,5,26,10,Rejection,5084053,123164,2690799,6217,9955,1397923,1243942,17.5,5.5,linked,Federal Decree of 10 june 2010 on the deporting of criminal foreigners (Counter-proposal),32762,1252761,13 4/2,150501,Initiative (Formulated Draft),,,SVP  http://www.ausschaffungsinitiative.ch/,,"Fundamental rights | Immigration policy | Cultural policy",52.93,2674627,52.91,47.09,yes,
60,Country,Switzerland,552,2010-11-28,Federal Decree of 10 june 2010 on the deporting of criminal foreigners (Counter-proposal),Bundesbeschlus vom 10. Juni 2010 über die Aus- und Wegweisung krimineller Ausländerinnen und Ausländer im Rahmen der Bundesverfassung (Gegenentwurf),Contre-projet de l'Assemblée fédéral à "l'initiative sur le renvoi",,92,82,19,26,5,0,Acceptance,5084053,123164,2690799,6217,9955,1189269,1407830,0,23,linked,Citizens initiative "for the expulsion of criminal foreigners" (expulsion initiative),77528,1271365,8,150501,Constitutional Referendum (Counter-draft),,,,,"Fundamental rights | Immigration policy | Cultural policy",52.93,2674627,45.79,54.21,no,
61,Country,Switzerland,553,2010-11-28,Citizens initiative "for equitables taxes",Volksinitiative "Für faire Steuern. Stopp dem Missbrauch beim Steuerwettbewrb (Steuergerechtigkeits-Initiative)","Intitiative pour des impôts équitables",,64,128,2,11,29,1,Rejection,5084053,123164,2662110,68564,9728,1073229,1510589,19.5,3.5,none,,,,,,Initiative (General Suggestion),,,,,"Tax policy | Tax system | Direct taxation",52.36,2583818,41.54,58.46,no,
62,Country,Switzerland,551,2010-09-26,Revision of the law on unemployment insurance,Revision des Arbeitslosenversicherungsgesetzes,La révision de la loi sur l'assurance-chômage,,91,64,37,32,12,0,Acceptance,5077180,121768,1819477,19165,5298,958913,836101,Not known,Not known,none,,,,,,Optional Legislative Referendum (Federal Statutes),,,,,"Unemployment insurance | none | none",35.84,1795014,53.42,46.58,yes,
63,Country,Switzerland,548,2010-03-07,Federal decree of 25 september 2009 on a constitutional article concerning the research on humans.,Bundesbeschluss vom 25.09.2009 zu einem Verfassungsartikel über die Forschung am Menschen,Arrêté fédéral du 25.09.2009 relatif à un article constitutionnel concernant la recherche sur l'être humain,,144,61,18,46,0,0,Acceptance,5051169,121431,2297548,75974,8919,1708488,504167,23,0,none,,,,,,Constitutional Referendum (Partialrevision),,,Wissenschaftliche Kommitee "Ja zur Forschung am Menschen".,,"Research | Universities | none",45.49,2212655,77.21,22.79,yes,
64,Country,Switzerland,549,2010-03-07,Citizen's initiative of 26 July 2007 "against the cruelty of animals and for better legal protection of animals".,Volksinitiative vom 26.07.2007 'Gegen Tierquälerei und für einen besseren Rechtsschutz der Tiere (Tierschutzanwalt-Initiative)',Initiative populaire du 26.07.2007 'Contre les mauvais traitements envers les animaux et pour une meilleure protection juridique de ces derniers (Initiative pour l'institution d'un avocat de la protection des animaux)',,130,50,13,30,6,2,Rejection,5051169,121431,2314490,30171,7447,671731,1605141,0,23,none,,,,,,Initiative (Formulated Draft),144844,,Schweizer Tierschutz STS Protection Suisse des Animaux PSA Protezione Svizzera degli animali PSA,,"Animal protection | none | none",45.82,2276872,29.5,70.5,no,
65,Country,Switzerland,550,2010-03-07,Amendment of 12 december 2008 to the federal law on the old age-  widows- and orphans ocupational pension. (minimal conversion rate),Änderung vom 19.12.2008 über das Bundesgesetzes über die berufliche Alters-  Hinterlassenen- und Invalidenvorsorge (BVG) (Mindestumwandlungssatz),Modification du 19.12.2008 de la loi fédérale sur la prévoyance professionnelle vieillesse  survivants et invalidité (LPP) (Taux de conversion minimal),,126,62,6,35,1,6,Acceptance,5051169,121431,2311052,39967,7507,617209,1646369,,,none,,,,,,Optional Legislative Referendum (Federal Statutes),122 757,,Pro:  Kommitee "Fairer Umwandlungssatz für sichere Renten"  Contra: "Bündnis gegen den Rentenklau",,"Pension insurance | none | none",45.75,2263578,27.27,72.73,no,
66,Country,Switzerland,545,2009-11-29,Federal decree of 3.10.2008 for the creation of a specialist fund for duties on air traffic,Bundesbeschluss vom 03.10.2008 zur Schaffung einer Spezialfinanzierung für Aufgaben im Luftverkehr,Arrêté fédéral sur la création d?un financement spécial en faveur de tâches dans le domaine du trafic aérien du 3 octobre 2008   ,,124,63,4,33,7,3,Acceptance,5039676,120283,2652205,163305,12105,1609682,867113,23,0,none,,,,,,Constitutional Referendum (Partialrevision),,,Kommitee "für Sicherheit und Umweltschutz im Luftverkehr",,"Air transport | Tax policy | none",52.63,2476795,64.99,35.01,yes,
67,Country,Switzerland,546,2009-11-29,Citizen's initiative of 21.9.2007 "For the prohibition of the export of munitions",Volksinitiative vom 21.09.2007 "Für ein Verbot von Kriegsmaterial-Exporten",Initiative populaire du 21.09.2007 'Pour l'interdiction d'exporter du matériel de guerre',,63,131,0,7,35,3,Rejection,5039676,120283,2690488,45910,9290,837156,1798132,0,23,none,,,,,,Initiative (Formulated Draft),,,Bündnis gegen Kriegsmaterial-Exporte,,"Arms | Foreign trade policy | none",53.39,2635288,31.77,68.23,no,
68,Country,Switzerland,547,2009-11-29,Citizen's initiative of 8.7.2008 "Against the construction of minarets",Volksinitiative vom 08.07.2008 "Gegen den Bau von Minaretten",,,51,132,11,3,39,2,Rejection,5039676,120283,2709287,30519,9318,1535010,1134440,19.5,3.5,none,,,,,,Initiative (Formulated Draft),,,Initiativ Kommitee "Gegen den Bau von Minaretten".,,"Fundamental rights | Religion - churches | none",53.76,2669450,57.5,42.5,yes,
69,Country,Switzerland,543,2009-09-27,Federal decree on the temporary supplementary financing of disability insurance through an increase in the value-added tax rate  as amended by the Federal decree of 12 June 2009 on the amendment of this decree.,Bundesbeschluss vom 13.06.2008 über eine befristete Zusatzfinanzierung der Invalidenversicherung durch Anhebung der Mehrwertsteuersätze  geändert durch den Bundesbeschluss vom 12.06.2009 über die Änderung dieses Beschlusses,Arrêté fédéral du 13.06.2008 relatif au financement additionnel de l'AI par un relèvement temporaire des taux de la TVA  modifié par l'arrêté fédéral du 12.06.2009 portant modification de cet arrêté,,114,9,71,34,4,4,Acceptance,5030915,119503,2063128,17630,5950,1112818,926730,12,11,none,,,,,,Constitutional Referendum (Partialrevision),0,,,,"Financial system | Disability insurance | Indirect taxation",41.01,2039548,54.56,45.44,yes,
70,Country,Switzerland,544,2009-09-27,Federal decree of 19.12.2008 on the abandonment of the introduction of a general citizen's initiative,Bundesbeschluss vom 19.12.2008 über den Verzicht auf die Einführung der allgemeinen Volksinitiative,Arrêté fédéral du 19.12.2008 portant suppression de l'initiative populaire générale,,178,1,15,42,0,1,Acceptance,5030915,119503,2034093,100726,7466,1307237,618664,23,0,none,,,,,,Constitutional Referendum (Partialrevision),0,,                                                        ,                                                        ,"Citizens' rights | Citizen's initiatives | none",40.43,1925901,67.88,32.12,yes,
